city,location_code,daily_energy_consumption_kwh,roof_area_sqm,load_shedding_hours,solar_irradiance_kwh_per_m2,sun_hours,avg_temp_c,recommended_system_size_kw,estimated_cost_pkr
Quetta,QTA,26.529305059665433,45.77025832051573,4,5.4,5.4,24,6.13,980562.0
Quetta,QTA,13.171567123995358,33.75098093112307,10,5.4,5.4,24,3.44,550594.0
Islamabad,ISB,16.839667326990355,38.48990917751611,2,4.9,4.9,25,4.98,797081.0
Quetta,QTA,14.844820019937305,30.592315353295422,2,5.4,5.4,24,3.73,596590.0
Lahore,LHR,28.014310752504862,36.71158624642558,0,5.2,5.2,28,7.21,1153537.0
Multan,MUL,25.996184110538753,45.38101914469361,0,5.6,5.6,30,6.29,1006154.0
Quetta,QTA,20.135718812644207,35.48539056529498,0,5.4,5.4,24,4.6,735512.0
Lahore,LHR,16.978136470512112,45.444079946739215,0,5.2,5.2,28,4.52,722577.0
Islamabad,ISB,27.96776954297064,37.06642151477265,12,4.9,4.9,25,8.22,1315019.0
Multan,MUL,18.54412621378419,20.609837004367694,2,5.6,5.6,30,4.48,717157.0
Hyderabad,HYD,21.38177467078612,20.679934235657722,12,5.7,5.7,31,5.15,823949.0
Karachi,KHI,21.42680060629986,28.861156287769845,0,5.8,5.8,32,5.31,850138.0
Hyderabad,HYD,8.095522410740816,20.796723445377896,12,5.7,5.7,31,1.78,285321.0
Quetta,QTA,10.732876885389382,20.670910239412457,4,5.4,5.4,24,2.65,424537.0
Quetta,QTA,22.580728464036802,38.46262516339115,0,5.4,5.4,24,5.08,812566.0
Lahore,LHR,10.831785429759114,26.35450443340026,10,5.2,5.2,28,2.77,443590.0
Lahore,LHR,12.206187851929633,26.620502547301136,8,5.2,5.2,28,3.09,493958.0
Quetta,QTA,28.12305163870147,22.255148717577484,6,5.4,5.4,24,7.32,1171103.0
Hyderabad,HYD,17.273117100956725,20.156487550303776,10,5.7,5.7,31,4.16,665995.0
Peshawar,PEW,25.775371492720737,47.06063282459465,2,5.1,5.1,27,6.78,1085270.0
Islamabad,ISB,25.253505392664465,34.83238896644044,4,4.9,4.9,25,6.49,1038136.0
Islamabad,ISB,8.10317303389358,22.190070192123073,10,4.9,4.9,25,2.14,342686.0
Lahore,LHR,22.12692405903882,23.36043480790323,2,5.2,5.2,28,5.57,891609.0
Lahore,LHR,11.17755372359007,41.998476321538035,2,5.2,5.2,28,2.9,464702.0
Quetta,QTA,12.520951269447668,20.076387527339538,10,5.4,5.4,24,3.08,493564.0
Multan,MUL,12.281492834860842,37.57387616864918,4,5.6,5.6,30,2.8,447558.0
Karachi,KHI,8.901985659511878,39.7321439232221,8,5.8,5.8,32,1.86,297788.0
Multan,MUL,25.10264421150523,34.07467341712931,10,5.6,5.6,30,5.82,931173.0
Multan,MUL,29.467831086548586,31.959831993234893,8,5.6,5.6,30,7.18,1149465.0
Hyderabad,HYD,23.513133656869133,38.16285977648199,4,5.7,5.7,31,5.52,883815.0
Hyderabad,HYD,27.0239052448411,36.55283922926731,10,5.7,5.7,31,5.8,928568.0
Multan,MUL,12.59616117053009,42.58643003126903,4,5.6,5.6,30,3.13,500915.0
Peshawar,PEW,21.88175903137549,38.14243884326022,4,5.1,5.1,27,5.22,834674.0
Karachi,KHI,18.435547119068623,45.57290998065834,2,5.8,5.8,32,4.49,718311.0
Islamabad,ISB,11.23853168041904,40.01023670763247,6,4.9,4.9,25,2.94,469894.0
Karachi,KHI,24.549549635565562,25.751910102263224,2,5.8,5.8,32,5.41,865935.0
Peshawar,PEW,28.278041409761776,44.54915132602288,8,5.1,5.1,27,7.78,1244273.0
Lahore,LHR,28.1009136686042,41.425447754979174,4,5.2,5.2,28,7.24,1158995.0
Karachi,KHI,20.226291795066246,23.35393255461375,2,5.8,5.8,32,4.76,761025.0
Islamabad,ISB,26.7475042461281,35.18350864539548,10,4.9,4.9,25,7.27,1162532.0
Karachi,KHI,15.301237747776721,35.48406308194765,8,5.8,5.8,32,3.7,591435.0
Hyderabad,HYD,22.555848326396397,20.03887639735334,10,5.7,5.7,31,5.13,821053.0
Bahawalpur,BWP,14.892429569512423,31.01190325629093,2,5.5,5.5,29,3.56,570110.0
Peshawar,PEW,26.684696739578666,20.424987828864047,8,5.1,5.1,27,7.15,1144704.0
Multan,MUL,22.141301268534168,27.833704054025695,6,5.6,5.6,30,4.82,770717.0
Hyderabad,HYD,14.09179109050098,28.71245310608468,8,5.7,5.7,31,3.36,537386.0
Lahore,LHR,26.47077829478534,32.74589640618584,12,5.2,5.2,28,6.76,1080855.0
Karachi,KHI,28.49365921205576,20.61721635763381,0,5.8,5.8,32,6.47,1035016.0
Karachi,KHI,17.99851343406624,42.9210221463471,10,5.8,5.8,32,4.31,689870.0
Islamabad,ISB,17.191177907291333,40.65443409692148,8,4.9,4.9,25,4.8,768040.0
Quetta,QTA,21.02292383389561,42.798185634127805,4,5.4,5.4,24,5.41,865677.0
Lahore,LHR,25.475300124040857,27.55431051361638,12,5.2,5.2,28,6.37,1019462.0
Quetta,QTA,29.823556134295693,46.09607429675435,0,5.4,5.4,24,7.5,1199568.0
Hyderabad,HYD,23.732269928256024,36.69786088770523,2,5.7,5.7,31,5.2,831513.0
Karachi,KHI,29.52569827338205,40.480681372884945,4,5.8,5.8,32,6.57,1051845.0
Bahawalpur,BWP,26.614465121715927,37.461891910356925,2,5.5,5.5,29,5.98,957500.0
Hyderabad,HYD,14.205970696806613,23.54968554656771,12,5.7,5.7,31,3.08,492557.0
Multan,MUL,22.951455781172537,28.72643670604908,12,5.6,5.6,30,5.47,874486.0
Lahore,LHR,11.877870633764534,47.35501836030146,2,5.2,5.2,28,3.14,501639.0
Karachi,KHI,18.19153610194714,40.958559901517454,0,5.8,5.8,32,4.32,691390.0
Bahawalpur,BWP,28.51587379871782,27.778091799923587,4,5.5,5.5,29,6.74,1077864.0
Peshawar,PEW,26.87325735267345,34.620449956061535,4,5.1,5.1,27,6.99,1117789.0
Quetta,QTA,22.643582487505483,38.79699925719217,8,5.4,5.4,24,5.65,903448.0
Bahawalpur,BWP,21.861621523845876,23.09818619159904,2,5.5,5.5,29,5.29,846303.0
Bahawalpur,BWP,13.76499413066677,35.17804465489255,0,5.5,5.5,29,3.35,535651.0
Hyderabad,HYD,17.54783928026044,26.561859890023978,2,5.7,5.7,31,3.91,625864.0
Quetta,QTA,10.476434118726274,39.58827155666165,12,5.4,5.4,24,2.41,385768.0
Bahawalpur,BWP,9.0268026523824,28.855198258147755,10,5.5,5.5,29,2.11,337409.0
Lahore,LHR,26.317325696775505,21.24743539464798,10,5.2,5.2,28,6.79,1087182.0
Hyderabad,HYD,24.787479843831175,47.35625455091054,6,5.7,5.7,31,5.98,956742.0
Hyderabad,HYD,27.035180990059164,21.986269292684195,0,5.7,5.7,31,6.4,1024040.0
Karachi,KHI,29.243768746927415,23.003910076934076,6,5.8,5.8,32,6.58,1052221.0
Peshawar,PEW,20.93046450503754,27.038101514399855,2,5.1,5.1,27,5.6,896103.0
Lahore,LHR,19.365881412353815,41.76044317877536,10,5.2,5.2,28,5.0,799431.0
Hyderabad,HYD,10.604002083723179,44.28221897066568,12,5.7,5.7,31,2.47,395991.0
Lahore,LHR,25.501004215951287,34.69451263600741,12,5.2,5.2,28,6.65,1063658.0
Hyderabad,HYD,18.463996340804083,30.327376984107197,6,5.7,5.7,31,4.46,713340.0
Bahawalpur,BWP,24.03392334238801,41.02664708684728,4,5.5,5.5,29,5.5,879529.0
Quetta,QTA,10.6752405655438,43.57567508777353,2,5.4,5.4,24,2.51,401935.0
Multan,MUL,24.894435813895832,24.573868226126628,8,5.6,5.6,30,5.9,943366.0
Karachi,KHI,15.752344408730487,23.16302279102418,12,5.8,5.8,32,3.58,572658.0
Bahawalpur,BWP,11.991856312705426,34.72009156075143,2,5.5,5.5,29,2.83,453491.0
Karachi,KHI,27.6178592662792,38.90221789088696,4,5.8,5.8,32,6.75,1080147.0
Peshawar,PEW,29.798460797869343,25.62240804321601,0,5.1,5.1,27,8.1,1296326.0
Bahawalpur,BWP,23.444951547133613,27.99496690117816,6,5.5,5.5,29,5.67,907808.0
Karachi,KHI,14.032278194102412,49.004492775193526,10,5.8,5.8,32,3.17,507386.0
Bahawalpur,BWP,12.910716630752404,37.11647254239275,8,5.5,5.5,29,3.09,494438.0
Islamabad,ISB,21.77453327570389,33.67222508765918,12,4.9,4.9,25,6.21,992816.0
Lahore,LHR,19.17358941657341,30.238366880943815,0,5.2,5.2,28,5.49,878004.0
Peshawar,PEW,29.322010686630264,43.86724714809569,8,5.1,5.1,27,7.14,1142705.0
Lahore,LHR,16.024896699995026,30.40218622408375,12,5.2,5.2,28,4.03,644365.0
Quetta,QTA,19.673187205696777,39.69881732504789,2,5.4,5.4,24,4.92,787684.0
Hyderabad,HYD,26.50265058624035,39.8977554408689,8,5.7,5.7,31,6.09,974785.0
Lahore,LHR,8.169202791500862,29.356622095658544,10,5.2,5.2,28,2.11,337229.0
Bahawalpur,BWP,14.278770550410542,45.432624846651485,10,5.5,5.5,29,3.56,570279.0
Multan,MUL,10.755771245807038,39.3368567380875,12,5.6,5.6,30,2.44,390942.0
Multan,MUL,24.737285140641582,39.47565132015366,0,5.6,5.6,30,6.01,961107.0
Multan,MUL,24.05593363232161,35.88986027143599,2,5.6,5.6,30,5.64,902976.0
Quetta,QTA,19.493888113402406,34.09751071686563,2,5.4,5.4,24,4.89,783077.0
Lahore,LHR,11.541164708474675,43.846967318434366,2,5.2,5.2,28,2.83,452879.0
Karachi,KHI,11.883954558695532,42.758857609018094,10,5.8,5.8,32,2.73,437348.0
Peshawar,PEW,23.674831661696984,49.90221412607495,2,5.1,5.1,27,6.3,1007443.0
Quetta,QTA,26.93371011936954,20.50943076170592,12,5.4,5.4,24,6.2,992799.0
Quetta,QTA,13.453145961357064,43.139696117971695,4,5.4,5.4,24,3.17,507904.0
Lahore,LHR,15.07539131257724,42.30260776642599,2,5.2,5.2,28,3.69,590423.0
Multan,MUL,18.177097310267243,38.25878045505187,0,5.6,5.6,30,4.54,726911.0
Karachi,KHI,23.322154268803764,34.4619228631314,0,5.8,5.8,32,5.28,844883.0
Lahore,LHR,20.171678185491093,31.572955157185085,6,5.2,5.2,28,5.14,822424.0
Islamabad,ISB,29.882747951771968,43.59295187299972,10,4.9,4.9,25,8.02,1283449.0
Islamabad,ISB,21.042722617291698,30.446493996737146,12,4.9,4.9,25,5.94,950040.0
Bahawalpur,BWP,28.04862936279751,44.52664343441057,0,5.5,5.5,29,6.67,1067798.0
Multan,MUL,13.668326233350594,48.532516437953106,2,5.6,5.6,30,3.25,519416.0
Hyderabad,HYD,18.560791065160245,38.0025233571251,12,5.7,5.7,31,4.67,746453.0
Bahawalpur,BWP,9.560405259018394,20.53216222725755,8,5.5,5.5,29,2.23,356830.0
Lahore,LHR,22.494280734648445,34.948758572281456,10,5.2,5.2,28,5.35,856336.0
Islamabad,ISB,20.40175693366986,45.44588050511642,4,4.9,4.9,25,5.69,910927.0
Quetta,QTA,8.671406455793306,47.018722175145406,12,5.4,5.4,24,2.09,334761.0
Quetta,QTA,25.963496086880337,32.37788280469712,8,5.4,5.4,24,6.2,991515.0
Lahore,LHR,28.66807269533689,28.38738936296113,6,5.2,5.2,28,7.55,1208550.0
Quetta,QTA,29.97414803573591,49.34524291806942,2,5.4,5.4,24,7.23,1156407.0
Hyderabad,HYD,14.234650470933067,27.64264012260937,8,5.7,5.7,31,3.27,523206.0
Hyderabad,HYD,26.92578364990626,22.924196271204533,6,5.7,5.7,31,6.44,1029924.0
Karachi,KHI,27.689821301083658,37.235372155590284,6,5.8,5.8,32,6.11,978222.0
Peshawar,PEW,16.017614028559954,21.275068100405026,10,5.1,5.1,27,4.41,705013.0
Lahore,LHR,28.63064363656236,39.69144791042872,0,5.2,5.2,28,7.62,1218638.0
Quetta,QTA,16.419629413277875,48.23995965215521,2,5.4,5.4,24,3.92,627665.0
Peshawar,PEW,19.325917447413694,40.410936733614705,4,5.1,5.1,27,5.33,853286.0
Lahore,LHR,16.533095752119337,38.59929241010751,0,5.2,5.2,28,3.89,622605.0
Karachi,KHI,20.50884881447113,35.27248351724755,2,5.8,5.8,32,5.01,801250.0
Lahore,LHR,14.559827701556602,26.696175320102835,10,5.2,5.2,28,3.68,588718.0
Multan,MUL,17.903666609126553,30.602908948696488,0,5.6,5.6,30,4.06,649424.0
Karachi,KHI,29.084145123419823,48.00257934881648,2,5.8,5.8,32,6.83,1093262.0
Hyderabad,HYD,25.02218946077873,24.53471392741301,8,5.7,5.7,31,5.85,936505.0
Hyderabad,HYD,27.59666501969449,46.934584755231825,4,5.7,5.7,31,6.5,1040738.0
Islamabad,ISB,12.070214337441824,29.868627940464464,8,4.9,4.9,25,3.4,543312.0
Islamabad,ISB,28.515748692121473,43.37051061087362,10,4.9,4.9,25,8.24,1318594.0
Peshawar,PEW,12.653873468876089,21.875747534406457,12,5.1,5.1,27,3.44,550129.0
Multan,MUL,15.73344182007638,35.59973349888702,2,5.6,5.6,30,4.05,648480.0
Bahawalpur,BWP,10.085419679311336,40.47807085760974,0,5.5,5.5,29,2.42,387482.0
Hyderabad,HYD,29.393932319373643,35.913326644215154,10,5.7,5.7,31,6.73,1076274.0
Karachi,KHI,28.317305968978363,46.14968535514364,8,5.8,5.8,32,6.81,1089324.0
Lahore,LHR,26.807208547045082,48.596806970200646,8,5.2,5.2,28,6.67,1066691.0
Peshawar,PEW,14.337278709270851,37.62559428096656,4,5.1,5.1,27,3.71,593741.0
Multan,MUL,18.92047617230001,37.704360285096634,2,5.6,5.6,30,4.46,713069.0
Bahawalpur,BWP,9.21819841619906,38.67046270401839,2,5.5,5.5,29,2.18,349198.0
Lahore,LHR,19.570994826415735,31.214891773249363,12,5.2,5.2,28,5.04,807095.0
Peshawar,PEW,14.644718005735632,40.109967909973804,8,5.1,5.1,27,3.86,617925.0
Quetta,QTA,16.42011249494601,21.268975010846056,6,5.4,5.4,24,4.02,643179.0
Quetta,QTA,26.437929282559153,38.4022610460505,10,5.4,5.4,24,6.46,1034068.0
Bahawalpur,BWP,19.083602809985056,47.67145104159695,12,5.5,5.5,29,4.65,744459.0
Islamabad,ISB,10.927394094565749,49.975110254392426,10,4.9,4.9,25,3.1,496669.0
Multan,MUL,9.616680275877032,45.92306316371387,6,5.6,5.6,30,2.34,374089.0
Karachi,KHI,10.716914291222729,39.42711835975395,8,5.8,5.8,32,2.64,422595.0
Islamabad,ISB,29.28269079513582,24.84987811311582,6,4.9,4.9,25,8.45,1351317.0
Islamabad,ISB,15.120991208267156,28.103553483981415,0,4.9,4.9,25,4.08,652659.0
Peshawar,PEW,16.788379179351345,23.71869346713052,12,5.1,5.1,27,3.88,620710.0
Lahore,LHR,10.36749835244364,34.41846437783397,4,5.2,5.2,28,2.41,386291.0
Lahore,LHR,21.233963261587157,35.56315569935459,8,5.2,5.2,28,5.74,917821.0
Lahore,LHR,13.052654281106106,22.289514640249365,4,5.2,5.2,28,3.42,547603.0
Peshawar,PEW,25.156910279985382,36.25082279104918,12,5.1,5.1,27,7.01,1121904.0
Quetta,QTA,14.864235745253481,43.363637481957525,6,5.4,5.4,24,3.52,563689.0
Islamabad,ISB,24.479840109391258,44.31195290369318,8,4.9,4.9,25,5.94,950175.0
Quetta,QTA,17.399164116075156,49.09208246862288,10,5.4,5.4,24,4.21,673809.0
Quetta,QTA,18.197570000187724,48.291890213327676,6,5.4,5.4,24,4.6,735491.0
Quetta,QTA,26.86838895616389,46.752984240029775,2,5.4,5.4,24,6.68,1068102.0
Multan,MUL,29.234773486534486,30.0083929629219,4,5.6,5.6,30,6.66,1065680.0
Islamabad,ISB,27.64731807359326,32.017212523303165,0,4.9,4.9,25,8.02,1283278.0
Bahawalpur,BWP,8.697154689909032,33.88176130008974,4,5.5,5.5,29,2.01,321526.0
Karachi,KHI,12.826750906676118,43.18363417614382,8,5.8,5.8,32,3.04,486978.0
Quetta,QTA,23.518427210010962,31.368200352349504,6,5.4,5.4,24,5.56,890152.0
Lahore,LHR,22.41163752602615,41.92570612443835,2,5.2,5.2,28,5.14,822401.0
Karachi,KHI,20.96133367242144,30.9691349272327,2,5.8,5.8,32,4.62,739346.0
Islamabad,ISB,17.696724405547094,32.66571533074976,8,4.9,4.9,25,4.74,758859.0
Peshawar,PEW,9.1537118427952,40.138371951204135,4,5.1,5.1,27,2.35,376256.0
Peshawar,PEW,14.448983277387919,22.842304026339683,0,5.1,5.1,27,3.82,610458.0
Hyderabad,HYD,28.268046355322987,46.706577123481125,2,5.7,5.7,31,6.9,1103959.0
Hyderabad,HYD,24.166512798745412,49.16949285972855,6,5.7,5.7,31,6.03,965020.0
Quetta,QTA,12.732113106902354,42.7918057823805,8,5.4,5.4,24,3.13,501396.0
Multan,MUL,29.03422117800216,48.80097366407235,0,5.6,5.6,30,6.72,1075728.0
Multan,MUL,11.531472682226893,34.526211419560745,10,5.6,5.6,30,2.83,453322.0
Peshawar,PEW,21.597850576449495,27.69690558684862,2,5.1,5.1,27,6.12,979168.0
Peshawar,PEW,12.904382795852076,40.258195938608736,0,5.1,5.1,27,3.25,520370.0
Bahawalpur,BWP,16.687761463505442,29.24813748105651,10,5.5,5.5,29,3.96,634129.0
Quetta,QTA,17.730016833011533,47.413996055510545,8,5.4,5.4,24,4.67,746429.0
Lahore,LHR,29.972489256510467,39.44514257543972,10,5.2,5.2,28,8.45,1351586.0
Karachi,KHI,13.253931694289944,21.731200886457795,12,5.8,5.8,32,3.34,534181.0
Quetta,QTA,28.631744219124023,44.46368912706792,10,5.4,5.4,24,7.02,1122572.0
Peshawar,PEW,17.058415216416922,47.15770631369337,2,5.1,5.1,27,4.4,704202.0
Islamabad,ISB,13.109888286220006,28.186345316570662,2,4.9,4.9,25,3.58,572119.0
Hyderabad,HYD,25.466390513614567,35.40502187513336,2,5.7,5.7,31,5.85,936341.0
Bahawalpur,BWP,17.130742138232247,35.463463759871814,6,5.5,5.5,29,4.42,707040.0
Bahawalpur,BWP,12.443337419484703,49.672723370477684,10,5.5,5.5,29,2.94,469980.0
Islamabad,ISB,26.198271031207273,41.77506965250489,6,4.9,4.9,25,6.44,1030533.0
Islamabad,ISB,16.24144319418653,27.50453729694316,0,4.9,4.9,25,4.7,752439.0
Lahore,LHR,23.004857831443132,41.886428647817056,4,5.2,5.2,28,5.8,927240.0
Multan,MUL,20.313796184908654,48.61531731673687,6,5.6,5.6,30,4.82,771999.0
Peshawar,PEW,23.54350518952918,46.41372804354455,10,5.1,5.1,27,6.06,969010.0
Lahore,LHR,9.35672091752379,33.843833870650606,4,5.2,5.2,28,2.19,349869.0
Multan,MUL,16.227920937009294,22.48528695462486,8,5.6,5.6,30,3.73,596720.0
Islamabad,ISB,29.13225892583502,49.883820440788405,8,4.9,4.9,25,8.11,1298154.0
Bahawalpur,BWP,19.976139660482403,22.241064826880823,4,5.5,5.5,29,4.9,783645.0
Peshawar,PEW,25.30596793642782,37.61335747712789,10,5.1,5.1,27,7.0,1119456.0
Karachi,KHI,28.64123863054118,36.02021231105989,10,5.8,5.8,32,6.13,981199.0
Lahore,LHR,16.63043044339945,24.072245670274082,10,5.2,5.2,28,4.21,674212.0
Multan,MUL,12.508220471220804,36.830333930772525,4,5.6,5.6,30,3.01,480943.0
Multan,MUL,26.56191280130989,22.576011592791257,4,5.6,5.6,30,6.13,980424.0
Peshawar,PEW,10.854845842104602,31.863206813189798,10,5.1,5.1,27,2.96,473683.0
Lahore,LHR,10.796496507031055,29.332258567979583,2,5.2,5.2,28,2.65,424176.0
Peshawar,PEW,24.136779076745963,45.308599534776974,2,5.1,5.1,27,6.36,1017489.0
Multan,MUL,8.321294667737,23.731106050819808,2,5.6,5.6,30,2.15,343996.0
Quetta,QTA,16.63036263349323,36.303369695111726,2,5.4,5.4,24,3.78,604745.0
Islamabad,ISB,28.83304014602498,28.135543969547875,8,4.9,4.9,25,7.45,1192638.0
Karachi,KHI,20.210289332303276,20.1863493968511,12,5.8,5.8,32,4.03,644274.0
Hyderabad,HYD,8.89884712639765,39.5985179969647,10,5.7,5.7,31,2.05,327542.0
Quetta,QTA,21.704896222851104,28.38257879502661,0,5.4,5.4,24,5.24,838822.0
Multan,MUL,24.220735563478133,38.35590000117652,12,5.6,5.6,30,5.96,952940.0
Hyderabad,HYD,29.683680911018996,39.4233889009386,4,5.7,5.7,31,6.95,1112081.0
Peshawar,PEW,9.976315861644034,44.213593225574385,8,5.1,5.1,27,2.88,460729.0
Multan,MUL,14.922208826564049,37.644474452740575,6,5.6,5.6,30,3.76,601655.0
Bahawalpur,BWP,22.99302202593983,37.29326970217435,0,5.5,5.5,29,5.69,910136.0
Peshawar,PEW,15.19227805604311,35.214517250325706,12,5.1,5.1,27,4.2,672061.0
Multan,MUL,14.92676456426642,29.254428691855374,4,5.6,5.6,30,3.51,562117.0
Karachi,KHI,10.377474200562183,37.758752620215105,10,5.8,5.8,32,2.56,409286.0
Lahore,LHR,14.835005128203267,44.03504565176823,6,5.2,5.2,28,3.94,631150.0
Quetta,QTA,27.910595404943408,36.53510359422548,12,5.4,5.4,24,6.85,1095385.0
Lahore,LHR,19.989954925975052,23.128219973220258,12,5.2,5.2,28,5.17,827754.0
Peshawar,PEW,16.355441517153963,44.218578204871136,6,5.1,5.1,27,4.19,670125.0
Hyderabad,HYD,17.788712222807696,33.101474331912975,4,5.7,5.7,31,4.31,688842.0
Lahore,LHR,29.689674157844557,22.14647556197348,4,5.2,5.2,28,7.73,1237306.0
Karachi,KHI,14.78984763755741,33.97149308685725,6,5.8,5.8,32,3.42,547526.0
Karachi,KHI,22.56823003423745,22.086570189187338,0,5.8,5.8,32,5.6,896761.0
Bahawalpur,BWP,24.49472194296357,25.086024239454048,8,5.5,5.5,29,5.74,918931.0
Karachi,KHI,22.47690285156228,39.46942181594557,10,5.8,5.8,32,4.94,791161.0
Hyderabad,HYD,15.773652902517162,44.21693875041059,4,5.7,5.7,31,4.06,650008.0
Lahore,LHR,16.101535908388467,45.770008488301116,12,5.2,5.2,28,4.4,704398.0
Quetta,QTA,12.57615614401016,38.384545643332515,4,5.4,5.4,24,3.14,502014.0
Karachi,KHI,13.317341387543724,42.096639260065736,10,5.8,5.8,32,2.62,418479.0
Quetta,QTA,26.957858611602273,28.104448211298312,4,5.4,5.4,24,6.87,1099314.0
Islamabad,ISB,27.51864184691733,21.22681047806244,2,4.9,4.9,25,6.77,1083296.0
Islamabad,ISB,26.19593330408579,42.84986348881095,2,4.9,4.9,25,6.89,1102320.0
Hyderabad,HYD,13.946268643530503,42.19641349540623,8,5.7,5.7,31,3.46,553783.0
Islamabad,ISB,26.092635605392193,28.907121669040713,0,4.9,4.9,25,7.28,1164994.0
Karachi,KHI,18.597759023556065,43.14774064528824,6,5.8,5.8,32,4.32,691268.0
Hyderabad,HYD,16.865847958258232,23.332245939335127,2,5.7,5.7,31,4.34,694749.0
Karachi,KHI,11.654532413638204,39.45104776272328,6,5.8,5.8,32,2.73,436946.0
Peshawar,PEW,16.37764631874723,34.734009747610024,4,5.1,5.1,27,4.75,760708.0
Lahore,LHR,9.313005049010371,42.70972266600313,2,5.2,5.2,28,2.32,370416.0
Karachi,KHI,19.437975198307722,31.72606127080997,8,5.8,5.8,32,4.45,711529.0
Karachi,KHI,29.237731337221025,37.45323265752643,4,5.8,5.8,32,6.94,1109620.0
Bahawalpur,BWP,8.54485305450896,33.603860896453924,4,5.5,5.5,29,1.93,308974.0
Hyderabad,HYD,18.25308755783545,22.732127485710084,8,5.7,5.7,31,4.14,662822.0
Quetta,QTA,17.32301266594672,47.08233611045907,10,5.4,5.4,24,4.66,746096.0
Karachi,KHI,24.087451690796893,28.75551698101475,2,5.8,5.8,32,5.05,807408.0
Lahore,LHR,29.66738833364579,42.7919640720184,6,5.2,5.2,28,7.89,1262208.0
Bahawalpur,BWP,18.974492209747222,32.34860096331532,0,5.5,5.5,29,4.73,757440.0
Bahawalpur,BWP,11.71759595133484,49.208633804198406,6,5.5,5.5,29,2.92,467067.0
Islamabad,ISB,16.248495575392887,27.57264049135018,0,4.9,4.9,25,4.41,706284.0
Lahore,LHR,25.638265321500068,39.65075106091665,2,5.2,5.2,28,6.71,1073815.0
Lahore,LHR,23.950559311585252,20.95192929668406,2,5.2,5.2,28,6.05,968583.0
Multan,MUL,14.932429271651388,29.693852508389764,10,5.6,5.6,30,3.38,540007.0
Peshawar,PEW,17.385932125972857,30.502838490327328,12,5.1,5.1,27,4.88,781048.0
Quetta,QTA,25.907426996414216,47.53080649546665,0,5.4,5.4,24,6.29,1006947.0
Lahore,LHR,9.034960619630716,43.51606082341554,10,5.2,5.2,28,2.2,351397.0
Hyderabad,HYD,16.283403723092768,33.40763875510517,10,5.7,5.7,31,3.84,613697.0
Peshawar,PEW,18.812028159824727,44.98201357347534,4,5.1,5.1,27,4.89,782747.0
Hyderabad,HYD,15.27497728224249,37.61941443579643,0,5.7,5.7,31,3.52,562723.0
Lahore,LHR,29.83803986864405,39.1176928121028,10,5.2,5.2,28,7.89,1262991.0
Hyderabad,HYD,19.302459915046356,40.75290636754961,12,5.7,5.7,31,4.44,710333.0
Karachi,KHI,27.44809261973197,39.30850099319201,6,5.8,5.8,32,6.22,995370.0
Quetta,QTA,18.33900699587108,24.64238128082102,2,5.4,5.4,24,4.57,730750.0
Islamabad,ISB,10.413548433369884,23.2050593570343,10,4.9,4.9,25,2.64,422527.0
Hyderabad,HYD,11.52936525653049,37.441573581642885,10,5.7,5.7,31,2.6,416363.0
Quetta,QTA,25.199827302934438,32.84180240559675,10,5.4,5.4,24,6.06,969788.0
Bahawalpur,BWP,16.241585248025494,24.704387884198724,0,5.5,5.5,29,4.08,652542.0
Hyderabad,HYD,28.71563814212325,48.41880323839858,0,5.7,5.7,31,6.76,1081008.0
Bahawalpur,BWP,26.768402804633368,33.69475083611546,12,5.5,5.5,29,6.24,999067.0
Hyderabad,HYD,21.08790311180409,32.565229251143634,4,5.7,5.7,31,4.77,762938.0
Multan,MUL,21.10785815721745,20.296127961176825,4,5.6,5.6,30,5.21,834274.0
Quetta,QTA,22.227006157213054,48.49120838621972,0,5.4,5.4,24,5.83,932468.0
Quetta,QTA,17.17646092461064,37.264930921129945,12,5.4,5.4,24,4.76,761393.0
Karachi,KHI,11.26709083848225,22.67133079473367,10,5.8,5.8,32,2.82,451325.0
Lahore,LHR,13.249726889481906,45.4235093830017,12,5.2,5.2,28,3.29,526940.0
Peshawar,PEW,14.42383844430984,37.834467464781206,10,5.1,5.1,27,3.77,603669.0
Hyderabad,HYD,9.32733161348531,27.488268556394328,4,5.7,5.7,31,2.2,352397.0
Multan,MUL,24.67246497394818,49.94023848702465,0,5.6,5.6,30,5.49,877713.0
Karachi,KHI,28.693470847236135,49.95615443558891,8,5.8,5.8,32,6.23,997335.0
Quetta,QTA,8.285257739760382,24.527886218387582,12,5.4,5.4,24,2.11,337910.0
Lahore,LHR,17.49517434004551,26.75290561737075,10,5.2,5.2,28,4.38,701284.0
Lahore,LHR,23.925070233349217,34.37941814401569,4,5.2,5.2,28,5.19,829837.0
Multan,MUL,8.69729398705874,40.296845680095444,2,5.6,5.6,30,2.06,329393.0
Islamabad,ISB,12.208138376328487,37.69341594320159,2,4.9,4.9,25,3.27,523320.0
Islamabad,ISB,15.712322147929559,48.60052165321824,2,4.9,4.9,25,4.48,716985.0
Islamabad,ISB,18.12425195703564,46.480594130431584,8,4.9,4.9,25,4.81,769276.0
Multan,MUL,29.889078646348118,20.560243791809594,0,5.6,5.6,30,7.13,1141496.0
Karachi,KHI,29.747203252008223,41.24073503812811,0,5.8,5.8,32,7.25,1160064.0
Peshawar,PEW,19.338302310932086,46.324086849680434,8,5.1,5.1,27,5.7,912163.0
